,date,country,cases
15169,2021-08-15,DE12A,31.0
15170,2021-08-22,DE12A,62.0
15171,2021-08-29,DE12A,135.0
15172,2021-09-05,DE12A,198.0
15173,2021-09-12,DE12A,178.0
15174,2021-09-19,DE12A,135.0
15175,2021-09-26,DE12A,110.0
15176,2021-10-03,DE12A,85.0
15177,2021-10-10,DE12A,170.0
15178,2021-10-17,DE12A,157.0
15179,2021-10-24,DE12A,250.0
15180,2021-10-31,DE12A,377.0
15181,2021-11-07,DE12A,481.0
15182,2021-11-14,DE12A,759.0
15183,2021-11-21,DE12A,946.0
15184,2021-11-28,DE12A,1017.0
15185,2021-12-05,DE12A,966.0
15186,2021-12-12,DE12A,899.0
15187,2021-12-19,DE12A,700.0
15188,2021-12-26,DE12A,479.0
15189,2022-01-02,DE12A,490.0
15190,2022-01-09,DE12A,362.0
15191,2022-01-16,DE12A,
15192,2022-01-23,DE12A,
15193,2022-01-30,DE12A,
15194,2020-01-19,DE12B,
15195,2020-01-26,DE12B,
15196,2020-02-02,DE12B,
15197,2020-02-09,DE12B,
15198,2020-02-16,DE12B,
15199,2020-02-23,DE12B,
15200,2020-03-01,DE12B,
15201,2020-03-08,DE12B,1.0
15202,2020-03-15,DE12B,3.0
15203,2020-03-22,DE12B,26.0
15204,2020-03-29,DE12B,76.0
15205,2020-04-05,DE12B,88.0
15206,2020-04-12,DE12B,110.0
15207,2020-04-19,DE12B,81.0
15208,2020-04-26,DE12B,118.0
15209,2020-05-03,DE12B,28.0
15210,2020-05-10,DE12B,36.0
15211,2020-05-17,DE12B,25.0
15212,2020-05-24,DE12B,11.0
15213,2020-05-31,DE12B,15.0
15214,2020-06-07,DE12B,4.0
15215,2020-06-14,DE12B,4.0
15216,2020-06-21,DE12B,8.0
15217,2020-06-28,DE12B,5.0
15218,2020-07-05,DE12B,1.0
15219,2020-07-12,DE12B,5.0
15220,2020-07-19,DE12B,9.0
15221,2020-07-26,DE12B,21.0
15222,2020-08-02,DE12B,11.0
15223,2020-08-09,DE12B,2.0
15224,2020-08-16,DE12B,6.0
15225,2020-08-23,DE12B,14.0
15226,2020-08-30,DE12B,23.0
15227,2020-09-06,DE12B,20.0
15228,2020-09-13,DE12B,33.0
15229,2020-09-20,DE12B,20.0
15230,2020-09-27,DE12B,47.0
15231,2020-10-04,DE12B,42.0
15232,2020-10-11,DE12B,50.0
15233,2020-10-18,DE12B,74.0
15234,2020-10-25,DE12B,213.0
15235,2020-11-01,DE12B,271.0
15236,2020-11-08,DE12B,330.0
15237,2020-11-15,DE12B,266.0
15238,2020-11-22,DE12B,365.0
15239,2020-11-29,DE12B,294.0
15240,2020-12-06,DE12B,390.0
15241,2020-12-13,DE12B,627.0
15242,2020-12-20,DE12B,568.0
15243,2020-12-27,DE12B,379.0
15244,2021-01-03,DE12B,410.0
15245,2021-01-10,DE12B,378.0
15246,2021-01-17,DE12B,211.0
15247,2021-01-24,DE12B,189.0
15248,2021-01-31,DE12B,130.0
15249,2021-02-07,DE12B,98.0
15250,2021-02-14,DE12B,80.0
15251,2021-02-21,DE12B,84.0
15252,2021-02-28,DE12B,88.0
15253,2021-03-07,DE12B,71.0
15254,2021-03-14,DE12B,93.0
15255,2021-03-21,DE12B,142.0
15256,2021-03-28,DE12B,191.0
15257,2021-04-04,DE12B,203.0
15258,2021-04-11,DE12B,275.0
15259,2021-04-18,DE12B,413.0
15260,2021-04-25,DE12B,488.0
15261,2021-05-02,DE12B,411.0
15262,2021-05-09,DE12B,309.0
15263,2021-05-16,DE12B,288.0
15264,2021-05-23,DE12B,150.0
15265,2021-05-30,DE12B,122.0
15266,2021-06-06,DE12B,78.0
15267,2021-06-13,DE12B,54.0
15268,2021-06-20,DE12B,30.0
15269,2021-06-27,DE12B,18.0
15270,2021-07-04,DE12B,9.0
15271,2021-07-11,DE12B,12.0
15272,2021-07-18,DE12B,12.0
15273,2021-07-25,DE12B,15.0
15274,2021-08-01,DE12B,8.0
15275,2021-08-08,DE12B,29.0
15276,2021-08-15,DE12B,38.0
15277,2021-08-22,DE12B,88.0
15278,2021-08-29,DE12B,115.0
15279,2021-09-05,DE12B,126.0
15280,2021-09-12,DE12B,146.0
15281,2021-09-19,DE12B,215.0
15282,2021-09-26,DE12B,159.0
15283,2021-10-03,DE12B,219.0
15284,2021-10-10,DE12B,186.0
15285,2021-10-17,DE12B,229.0
15286,2021-10-24,DE12B,343.0
15287,2021-10-31,DE12B,618.0
15288,2021-11-07,DE12B,668.0
15289,2021-11-14,DE12B,833.0
15290,2021-11-21,DE12B,1231.0
15291,2021-11-28,DE12B,1455.0
15292,2021-12-05,DE12B,1184.0
15293,2021-12-12,DE12B,1074.0
15294,2021-12-19,DE12B,902.0
15295,2021-12-26,DE12B,342.0
15296,2022-01-02,DE12B,620.0
15297,2022-01-09,DE12B,339.0
15298,2022-01-16,DE12B,
15299,2022-01-23,DE12B,
15300,2022-01-30,DE12B,
15301,2020-01-19,DE12C,
15302,2020-01-26,DE12C,
15303,2020-02-02,DE12C,
15304,2020-02-09,DE12C,
15305,2020-02-16,DE12C,
15306,2020-02-23,DE12C,
15307,2020-03-01,DE12C,
15308,2020-03-08,DE12C,1.0
15309,2020-03-15,DE12C,7.0
15310,2020-03-22,DE12C,53.0
15311,2020-03-29,DE12C,118.0
15312,2020-04-05,DE12C,99.0
15313,2020-04-12,DE12C,158.0
15314,2020-04-19,DE12C,79.0
15315,2020-04-26,DE12C,26.0
15316,2020-05-03,DE12C,17.0
15317,2020-05-10,DE12C,6.0
15318,2020-05-17,DE12C,2.0
15319,2020-05-24,DE12C,2.0
15320,2020-05-31,DE12C,2.0
15321,2020-06-07,DE12C,1.0
15322,2020-06-14,DE12C,0.0
15323,2020-06-21,DE12C,0.0
15324,2020-06-28,DE12C,0.0
15325,2020-07-05,DE12C,1.0
15326,2020-07-12,DE12C,3.0
15327,2020-07-19,DE12C,3.0
15328,2020-07-26,DE12C,4.0
15329,2020-08-02,DE12C,6.0
15330,2020-08-09,DE12C,3.0
15331,2020-08-16,DE12C,4.0
15332,2020-08-23,DE12C,17.0
15333,2020-08-30,DE12C,8.0
15334,2020-09-06,DE12C,16.0
15335,2020-09-13,DE12C,8.0
15336,2020-09-20,DE12C,12.0
15337,2020-09-27,DE12C,3.0
15338,2020-10-04,DE12C,8.0
15339,2020-10-11,DE12C,16.0
15340,2020-10-18,DE12C,55.0
15341,2020-10-25,DE12C,84.0
15342,2020-11-01,DE12C,122.0
15343,2020-11-08,DE12C,152.0
15344,2020-11-15,DE12C,152.0
15345,2020-11-22,DE12C,159.0
15346,2020-11-29,DE12C,128.0
15347,2020-12-06,DE12C,221.0
15348,2020-12-13,DE12C,340.0
15349,2020-12-20,DE12C,257.0
15350,2020-12-27,DE12C,182.0
15351,2021-01-03,DE12C,148.0
15352,2021-01-10,DE12C,193.0
15353,2021-01-17,DE12C,140.0
15354,2021-01-24,DE12C,92.0
15355,2021-01-31,DE12C,61.0
15356,2021-02-07,DE12C,35.0
15357,2021-02-14,DE12C,38.0
15358,2021-02-21,DE12C,31.0
15359,2021-02-28,DE12C,50.0
15360,2021-03-07,DE12C,56.0
15361,2021-03-14,DE12C,137.0
15362,2021-03-21,DE12C,120.0
15363,2021-03-28,DE12C,144.0
15364,2021-04-04,DE12C,151.0
15365,2021-04-11,DE12C,179.0
15366,2021-04-18,DE12C,208.0
15367,2021-04-25,DE12C,290.0
15368,2021-05-02,DE12C,249.0
15369,2021-05-09,DE12C,152.0
15370,2021-05-16,DE12C,90.0
15371,2021-05-23,DE12C,97.0
15372,2021-05-30,DE12C,74.0
15373,2021-06-06,DE12C,51.0
15374,2021-06-13,DE12C,22.0
15375,2021-06-20,DE12C,11.0
15376,2021-06-27,DE12C,3.0
15377,2021-07-04,DE12C,6.0
15378,2021-07-11,DE12C,6.0
15379,2021-07-18,DE12C,5.0
15380,2021-07-25,DE12C,2.0
15381,2021-08-01,DE12C,8.0
15382,2021-08-08,DE12C,21.0
15383,2021-08-15,DE12C,37.0
15384,2021-08-22,DE12C,64.0
15385,2021-08-29,DE12C,78.0
15386,2021-09-05,DE12C,117.0
15387,2021-09-12,DE12C,109.0
15388,2021-09-19,DE12C,97.0
15389,2021-09-26,DE12C,113.0
15390,2021-10-03,DE12C,144.0
15391,2021-10-10,DE12C,114.0
15392,2021-10-17,DE12C,129.0
15393,2021-10-24,DE12C,182.0
15394,2021-10-31,DE12C,193.0
15395,2021-11-07,DE12C,239.0
15396,2021-11-14,DE12C,415.0
15397,2021-11-21,DE12C,489.0
15398,2021-11-28,DE12C,851.0
15399,2021-12-05,DE12C,660.0
15400,2021-12-12,DE12C,538.0
15401,2021-12-19,DE12C,519.0
15402,2021-12-26,DE12C,348.0
15403,2022-01-02,DE12C,339.0
15404,2022-01-09,DE12C,295.0
15405,2022-01-16,DE12C,
15406,2022-01-23,DE12C,
15407,2022-01-30,DE12C,
15408,2020-01-19,DE131,
15409,2020-01-26,DE131,
15410,2020-02-02,DE131,
15411,2020-02-09,DE131,
15412,2020-02-16,DE131,
15413,2020-02-23,DE131,
15414,2020-03-01,DE131,
15415,2020-03-08,DE131,6.0
15416,2020-03-15,DE131,48.0
15417,2020-03-22,DE131,172.0
15418,2020-03-29,DE131,201.0
15419,2020-04-05,DE131,249.0
15420,2020-04-12,DE131,179.0
15421,2020-04-19,DE131,57.0
15422,2020-04-26,DE131,23.0
15423,2020-05-03,DE131,5.0
15424,2020-05-10,DE131,6.0
15425,2020-05-17,DE131,6.0
15426,2020-05-24,DE131,10.0
15427,2020-05-31,DE131,2.0
15428,2020-06-07,DE131,3.0
15429,2020-06-14,DE131,2.0
15430,2020-06-21,DE131,2.0
15431,2020-06-28,DE131,2.0
15432,2020-07-05,DE131,1.0
15433,2020-07-12,DE131,8.0
15434,2020-07-19,DE131,8.0
15435,2020-07-26,DE131,3.0
15436,2020-08-02,DE131,10.0
15437,2020-08-09,DE131,12.0
15438,2020-08-16,DE131,24.0
15439,2020-08-23,DE131,27.0
15440,2020-08-30,DE131,32.0
15441,2020-09-06,DE131,34.0
15442,2020-09-13,DE131,24.0
15443,2020-09-20,DE131,57.0
15444,2020-09-27,DE131,45.0
15445,2020-10-04,DE131,40.0
15446,2020-10-11,DE131,78.0
15447,2020-10-18,DE131,132.0
15448,2020-10-25,DE131,205.0
15449,2020-11-01,DE131,344.0
15450,2020-11-08,DE131,210.0
15451,2020-11-15,DE131,188.0
15452,2020-11-22,DE131,198.0
15453,2020-11-29,DE131,221.0
15454,2020-12-06,DE131,246.0
15455,2020-12-13,DE131,360.0
15456,2020-12-20,DE131,329.0
15457,2020-12-27,DE131,288.0
15458,2021-01-03,DE131,234.0
15459,2021-01-10,DE131,268.0
15460,2021-01-17,DE131,157.0
15461,2021-01-24,DE131,173.0
15462,2021-01-31,DE131,106.0
15463,2021-02-07,DE131,108.0
15464,2021-02-14,DE131,83.0
15465,2021-02-21,DE131,63.0
15466,2021-02-28,DE131,67.0
15467,2021-03-07,DE131,115.0
15468,2021-03-14,DE131,107.0
15469,2021-03-21,DE131,153.0
15470,2021-03-28,DE131,196.0
15471,2021-04-04,DE131,143.0
15472,2021-04-11,DE131,185.0
15473,2021-04-18,DE131,172.0
15474,2021-04-25,DE131,243.0
15475,2021-05-02,DE131,204.0
15476,2021-05-09,DE131,219.0
15477,2021-05-16,DE131,140.0
15478,2021-05-23,DE131,103.0
15479,2021-05-30,DE131,65.0
15480,2021-06-06,DE131,37.0
15481,2021-06-13,DE131,33.0
15482,2021-06-20,DE131,15.0
15483,2021-06-27,DE131,8.0
15484,2021-07-04,DE131,12.0
15485,2021-07-11,DE131,30.0
15486,2021-07-18,DE131,48.0
15487,2021-07-25,DE131,51.0
15488,2021-08-01,DE131,49.0
15489,2021-08-08,DE131,37.0
15490,2021-08-15,DE131,63.0
15491,2021-08-22,DE131,112.0
15492,2021-08-29,DE131,154.0
15493,2021-09-05,DE131,170.0
15494,2021-09-12,DE131,200.0
15495,2021-09-19,DE131,227.0
15496,2021-09-26,DE131,180.0
15497,2021-10-03,DE131,191.0
15498,2021-10-10,DE131,211.0
15499,2021-10-17,DE131,173.0
15500,2021-10-24,DE131,370.0
15501,2021-10-31,DE131,415.0
15502,2021-11-07,DE131,405.0
15503,2021-11-14,DE131,726.0
15504,2021-11-21,DE131,771.0
15505,2021-11-28,DE131,981.0
15506,2021-12-05,DE131,1035.0
15507,2021-12-12,DE131,951.0
15508,2021-12-19,DE131,658.0
15509,2021-12-26,DE131,563.0
15510,2022-01-02,DE131,623.0
15511,2022-01-09,DE131,836.0
15512,2022-01-16,DE131,
15513,2022-01-23,DE131,
15514,2022-01-30,DE131,
15515,2020-01-19,DE132,
15516,2020-01-26,DE132,
15517,2020-02-02,DE132,
15518,2020-02-09,DE132,
15519,2020-02-16,DE132,
15520,2020-02-23,DE132,
15521,2020-03-01,DE132,
15522,2020-03-08,DE132,7.0
15523,2020-03-15,DE132,36.0
15524,2020-03-22,DE132,148.0
15525,2020-03-29,DE132,217.0
15526,2020-04-05,DE132,283.0
15527,2020-04-12,DE132,174.0
15528,2020-04-19,DE132,120.0
15529,2020-04-26,DE132,69.0
15530,2020-05-03,DE132,39.0
15531,2020-05-10,DE132,23.0
15532,2020-05-17,DE132,5.0
15533,2020-05-24,DE132,1.0
15534,2020-05-31,DE132,1.0
15535,2020-06-07,DE132,1.0
15536,2020-06-14,DE132,5.0
15537,2020-06-21,DE132,4.0
15538,2020-06-28,DE132,0.0
15539,2020-07-05,DE132,5.0
15540,2020-07-12,DE132,10.0
15541,2020-07-19,DE132,8.0
15542,2020-07-26,DE132,9.0
15543,2020-08-02,DE132,4.0
15544,2020-08-09,DE132,7.0
15545,2020-08-16,DE132,16.0
15546,2020-08-23,DE132,14.0
15547,2020-08-30,DE132,59.0
15548,2020-09-06,DE132,27.0
15549,2020-09-13,DE132,71.0
15550,2020-09-20,DE132,69.0
15551,2020-09-27,DE132,45.0
15552,2020-10-04,DE132,69.0
15553,2020-10-11,DE132,49.0
15554,2020-10-18,DE132,143.0
15555,2020-10-25,DE132,243.0
15556,2020-11-01,DE132,329.0
15557,2020-11-08,DE132,282.0
15558,2020-11-15,DE132,242.0
15559,2020-11-22,DE132,235.0
15560,2020-11-29,DE132,202.0
15561,2020-12-06,DE132,309.0
15562,2020-12-13,DE132,344.0
15563,2020-12-20,DE132,397.0
15564,2020-12-27,DE132,310.0
15565,2021-01-03,DE132,227.0
15566,2021-01-10,DE132,303.0
15567,2021-01-17,DE132,213.0
15568,2021-01-24,DE132,151.0
15569,2021-01-31,DE132,192.0
15570,2021-02-07,DE132,126.0
15571,2021-02-14,DE132,89.0
15572,2021-02-21,DE132,93.0
15573,2021-02-28,DE132,122.0
15574,2021-03-07,DE132,192.0
15575,2021-03-14,DE132,182.0
15576,2021-03-21,DE132,211.0
15577,2021-03-28,DE132,252.0
15578,2021-04-04,DE132,195.0
15579,2021-04-11,DE132,215.0
15580,2021-04-18,DE132,204.0
15581,2021-04-25,DE132,212.0
15582,2021-05-02,DE132,115.0
15583,2021-05-09,DE132,155.0
15584,2021-05-16,DE132,113.0
15585,2021-05-23,DE132,130.0
15586,2021-05-30,DE132,100.0
15587,2021-06-06,DE132,56.0
15588,2021-06-13,DE132,42.0
15589,2021-06-20,DE132,19.0
15590,2021-06-27,DE132,8.0
15591,2021-07-04,DE132,5.0
15592,2021-07-11,DE132,13.0
15593,2021-07-18,DE132,23.0
15594,2021-07-25,DE132,28.0
15595,2021-08-01,DE132,36.0
15596,2021-08-08,DE132,45.0
15597,2021-08-15,DE132,100.0
15598,2021-08-22,DE132,94.0
15599,2021-08-29,DE132,138.0
15600,2021-09-05,DE132,217.0
15601,2021-09-12,DE132,233.0
15602,2021-09-19,DE132,155.0
15603,2021-09-26,DE132,163.0
15604,2021-10-03,DE132,142.0
15605,2021-10-10,DE132,128.0
15606,2021-10-17,DE132,187.0
15607,2021-10-24,DE132,293.0
15608,2021-10-31,DE132,420.0
15609,2021-11-07,DE132,506.0
15610,2021-11-14,DE132,788.0
15611,2021-11-21,DE132,749.0
15612,2021-11-28,DE132,1135.0
15613,2021-12-05,DE132,1173.0
15614,2021-12-12,DE132,987.0
15615,2021-12-19,DE132,742.0
15616,2021-12-26,DE132,480.0
15617,2022-01-02,DE132,609.0
15618,2022-01-09,DE132,656.0
15619,2022-01-16,DE132,
15620,2022-01-23,DE132,
15621,2022-01-30,DE132,
15622,2020-01-19,DE133,
15623,2020-01-26,DE133,
15624,2020-02-02,DE133,
15625,2020-02-09,DE133,
15626,2020-02-16,DE133,
15627,2020-02-23,DE133,
15628,2020-03-01,DE133,
15629,2020-03-08,DE133,7.0
15630,2020-03-15,DE133,28.0
15631,2020-03-22,DE133,90.0
15632,2020-03-29,DE133,123.0
15633,2020-04-05,DE133,154.0
15634,2020-04-12,DE133,80.0
15635,2020-04-19,DE133,29.0
15636,2020-04-26,DE133,4.0
15637,2020-05-03,DE133,2.0
15638,2020-05-10,DE133,3.0
15639,2020-05-17,DE133,2.0
15640,2020-05-24,DE133,1.0
15641,2020-05-31,DE133,2.0
15642,2020-06-07,DE133,3.0
15643,2020-06-14,DE133,2.0
15644,2020-06-21,DE133,7.0
15645,2020-06-28,DE133,1.0
15646,2020-07-05,DE133,3.0
15647,2020-07-12,DE133,11.0
15648,2020-07-19,DE133,4.0
15649,2020-07-26,DE133,6.0
15650,2020-08-02,DE133,0.0
15651,2020-08-09,DE133,3.0
15652,2020-08-16,DE133,9.0
15653,2020-08-23,DE133,14.0
15654,2020-08-30,DE133,20.0
15655,2020-09-06,DE133,23.0
15656,2020-09-13,DE133,22.0
15657,2020-09-20,DE133,19.0
15658,2020-09-27,DE133,21.0
15659,2020-10-04,DE133,36.0
15660,2020-10-11,DE133,51.0
15661,2020-10-18,DE133,97.0
15662,2020-10-25,DE133,158.0
15663,2020-11-01,DE133,250.0
15664,2020-11-08,DE133,289.0
15665,2020-11-15,DE133,209.0
15666,2020-11-22,DE133,224.0
15667,2020-11-29,DE133,161.0
15668,2020-12-06,DE133,203.0
15669,2020-12-13,DE133,295.0
15670,2020-12-20,DE133,295.0
15671,2020-12-27,DE133,293.0
15672,2021-01-03,DE133,203.0
15673,2021-01-10,DE133,237.0
15674,2021-01-17,DE133,167.0
15675,2021-01-24,DE133,102.0
15676,2021-01-31,DE133,51.0
15677,2021-02-07,DE133,50.0
15678,2021-02-14,DE133,49.0
15679,2021-02-21,DE133,48.0
15680,2021-02-28,DE133,55.0
15681,2021-03-07,DE133,168.0
15682,2021-03-14,DE133,196.0
15683,2021-03-21,DE133,194.0
15684,2021-03-28,DE133,202.0
15685,2021-04-04,DE133,195.0
15686,2021-04-11,DE133,149.0
15687,2021-04-18,DE133,171.0
15688,2021-04-25,DE133,179.0
15689,2021-05-02,DE133,169.0
15690,2021-05-09,DE133,118.0
15691,2021-05-16,DE133,75.0
15692,2021-05-23,DE133,60.0
15693,2021-05-30,DE133,33.0
15694,2021-06-06,DE133,18.0
15695,2021-06-13,DE133,20.0
15696,2021-06-20,DE133,7.0
15697,2021-06-27,DE133,17.0
15698,2021-07-04,DE133,4.0
15699,2021-07-11,DE133,4.0
15700,2021-07-18,DE133,20.0
15701,2021-07-25,DE133,16.0
15702,2021-08-01,DE133,12.0
15703,2021-08-08,DE133,14.0
15704,2021-08-15,DE133,22.0
15705,2021-08-22,DE133,51.0
15706,2021-08-29,DE133,67.0
15707,2021-09-05,DE133,139.0
15708,2021-09-12,DE133,116.0
15709,2021-09-19,DE133,187.0
15710,2021-09-26,DE133,179.0
15711,2021-10-03,DE133,158.0
15712,2021-10-10,DE133,146.0
15713,2021-10-17,DE133,131.0
15714,2021-10-24,DE133,210.0
15715,2021-10-31,DE133,319.0
15716,2021-11-07,DE133,308.0
15717,2021-11-14,DE133,401.0
15718,2021-11-21,DE133,596.0
15719,2021-11-28,DE133,689.0
15720,2021-12-05,DE133,676.0
15721,2021-12-12,DE133,529.0
15722,2021-12-19,DE133,395.0
15723,2021-12-26,DE133,261.0
15724,2022-01-02,DE133,305.0
15725,2022-01-09,DE133,350.0
15726,2022-01-16,DE133,
15727,2022-01-23,DE133,
15728,2022-01-30,DE133,
15729,2020-01-19,DE134,
15730,2020-01-26,DE134,
15731,2020-02-02,DE134,
15732,2020-02-09,DE134,
15733,2020-02-16,DE134,
15734,2020-02-23,DE134,
15735,2020-03-01,DE134,
15736,2020-03-08,DE134,11.0
15737,2020-03-15,DE134,31.0
15738,2020-03-22,DE134,76.0
15739,2020-03-29,DE134,192.0
15740,2020-04-05,DE134,319.0
15741,2020-04-12,DE134,190.0
15742,2020-04-19,DE134,100.0
15743,2020-04-26,DE134,89.0
15744,2020-05-03,DE134,65.0
15745,2020-05-10,DE134,41.0
15746,2020-05-17,DE134,35.0
15747,2020-05-24,DE134,44.0
15748,2020-05-31,DE134,17.0
15749,2020-06-07,DE134,0.0
15750,2020-06-14,DE134,2.0
15751,2020-06-21,DE134,1.0
15752,2020-06-28,DE134,3.0
15753,2020-07-05,DE134,2.0
15754,2020-07-12,DE134,9.0
15755,2020-07-19,DE134,8.0
15756,2020-07-26,DE134,1.0
15757,2020-08-02,DE134,3.0
15758,2020-08-09,DE134,12.0
15759,2020-08-16,DE134,25.0
15760,2020-08-23,DE134,52.0
15761,2020-08-30,DE134,49.0
15762,2020-09-06,DE134,34.0
15763,2020-09-13,DE134,32.0
15764,2020-09-20,DE134,56.0
15765,2020-09-27,DE134,82.0
15766,2020-10-04,DE134,67.0
15767,2020-10-11,DE134,204.0
15768,2020-10-18,DE134,198.0
15769,2020-10-25,DE134,295.0
15770,2020-11-01,DE134,677.0
15771,2020-11-08,DE134,687.0
15772,2020-11-15,DE134,765.0
15773,2020-11-22,DE134,671.0
15774,2020-11-29,DE134,568.0
15775,2020-12-06,DE134,672.0
15776,2020-12-13,DE134,869.0
15777,2020-12-20,DE134,916.0
15778,2020-12-27,DE134,749.0
15779,2021-01-03,DE134,585.0
15780,2021-01-10,DE134,602.0
15781,2021-01-17,DE134,530.0
15782,2021-01-24,DE134,573.0
15783,2021-01-31,DE134,560.0
15784,2021-02-07,DE134,485.0
15785,2021-02-14,DE134,220.0
15786,2021-02-21,DE134,151.0
15787,2021-02-28,DE134,176.0
15788,2021-03-07,DE134,199.0
15789,2021-03-14,DE134,295.0
15790,2021-03-21,DE134,446.0
15791,2021-03-28,DE134,645.0
15792,2021-04-04,DE134,557.0
15793,2021-04-11,DE134,659.0
15794,2021-04-18,DE134,675.0
15795,2021-04-25,DE134,729.0
15796,2021-05-02,DE134,660.0
15797,2021-05-09,DE134,502.0
15798,2021-05-16,DE134,313.0
15799,2021-05-23,DE134,275.0
15800,2021-05-30,DE134,115.0
15801,2021-06-06,DE134,116.0
15802,2021-06-13,DE134,83.0
15803,2021-06-20,DE134,42.0
15804,2021-06-27,DE134,27.0
15805,2021-07-04,DE134,12.0
15806,2021-07-11,DE134,37.0
15807,2021-07-18,DE134,25.0
15808,2021-07-25,DE134,56.0
15809,2021-08-01,DE134,60.0
15810,2021-08-08,DE134,85.0
15811,2021-08-15,DE134,120.0
15812,2021-08-22,DE134,225.0
15813,2021-08-29,DE134,331.0
15814,2021-09-05,DE134,424.0
15815,2021-09-12,DE134,392.0
15816,2021-09-19,DE134,438.0
15817,2021-09-26,DE134,411.0
15818,2021-10-03,DE134,383.0
15819,2021-10-10,DE134,435.0
15820,2021-10-17,DE134,411.0
15821,2021-10-24,DE134,572.0
15822,2021-10-31,DE134,928.0
15823,2021-11-07,DE134,1074.0
15824,2021-11-14,DE134,1976.0
15825,2021-11-21,DE134,2700.0
15826,2021-11-28,DE134,2961.0
15827,2021-12-05,DE134,2564.0
15828,2021-12-12,DE134,2250.0
15829,2021-12-19,DE134,1782.0
15830,2021-12-26,DE134,1101.0
15831,2022-01-02,DE134,1312.0
15832,2022-01-09,DE134,1101.0
15833,2022-01-16,DE134,
15834,2022-01-23,DE134,
15835,2022-01-30,DE134,
15836,2020-01-19,DE135,
15837,2020-01-26,DE135,
15838,2020-02-02,DE135,
15839,2020-02-09,DE135,
15840,2020-02-16,DE135,
15841,2020-02-23,DE135,
15842,2020-03-01,DE135,
15843,2020-03-08,DE135,0.0
15844,2020-03-15,DE135,1.0
15845,2020-03-22,DE135,7.0
15846,2020-03-29,DE135,97.0
15847,2020-04-05,DE135,189.0
15848,2020-04-12,DE135,132.0
15849,2020-04-19,DE135,102.0
15850,2020-04-26,DE135,56.0
15851,2020-05-03,DE135,39.0
15852,2020-05-10,DE135,20.0
15853,2020-05-17,DE135,15.0
15854,2020-05-24,DE135,6.0
15855,2020-05-31,DE135,5.0
15856,2020-06-07,DE135,1.0
15857,2020-06-14,DE135,2.0
15858,2020-06-21,DE135,2.0
15859,2020-06-28,DE135,3.0
15860,2020-07-05,DE135,1.0
15861,2020-07-12,DE135,0.0
15862,2020-07-19,DE135,1.0
15863,2020-07-26,DE135,2.0
15864,2020-08-02,DE135,1.0
15865,2020-08-09,DE135,2.0
15866,2020-08-16,DE135,4.0
15867,2020-08-23,DE135,17.0
15868,2020-08-30,DE135,8.0
15869,2020-09-06,DE135,14.0
15870,2020-09-13,DE135,9.0
15871,2020-09-20,DE135,11.0
15872,2020-09-27,DE135,20.0
15873,2020-10-04,DE135,12.0
15874,2020-10-11,DE135,15.0
15875,2020-10-18,DE135,62.0
15876,2020-10-25,DE135,114.0
15877,2020-11-01,DE135,132.0
15878,2020-11-08,DE135,188.0
15879,2020-11-15,DE135,302.0
15880,2020-11-22,DE135,215.0
15881,2020-11-29,DE135,202.0
15882,2020-12-06,DE135,280.0
15883,2020-12-13,DE135,401.0
15884,2020-12-20,DE135,578.0
15885,2020-12-27,DE135,390.0
15886,2021-01-03,DE135,241.0
15887,2021-01-10,DE135,261.0
15888,2021-01-17,DE135,251.0
15889,2021-01-24,DE135,148.0
15890,2021-01-31,DE135,133.0
15891,2021-02-07,DE135,88.0
15892,2021-02-14,DE135,104.0
15893,2021-02-21,DE135,60.0
15894,2021-02-28,DE135,174.0
15895,2021-03-07,DE135,119.0
15896,2021-03-14,DE135,49.0
15897,2021-03-21,DE135,74.0
15898,2021-03-28,DE135,155.0
15899,2021-04-04,DE135,176.0
15900,2021-04-11,DE135,196.0
15901,2021-04-18,DE135,343.0
15902,2021-04-25,DE135,325.0
15903,2021-05-02,DE135,283.0
15904,2021-05-09,DE135,227.0
15905,2021-05-16,DE135,217.0
15906,2021-05-23,DE135,216.0
15907,2021-05-30,DE135,89.0
15908,2021-06-06,DE135,75.0
15909,2021-06-13,DE135,55.0
15910,2021-06-20,DE135,22.0
15911,2021-06-27,DE135,6.0
15912,2021-07-04,DE135,8.0
15913,2021-07-11,DE135,6.0
15914,2021-07-18,DE135,11.0
15915,2021-07-25,DE135,13.0
15916,2021-08-01,DE135,14.0
15917,2021-08-08,DE135,26.0
15918,2021-08-15,DE135,47.0
15919,2021-08-22,DE135,137.0
15920,2021-08-29,DE135,149.0
15921,2021-09-05,DE135,170.0
15922,2021-09-12,DE135,220.0
15923,2021-09-19,DE135,196.0
15924,2021-09-26,DE135,177.0
15925,2021-10-03,DE135,168.0
15926,2021-10-10,DE135,110.0
15927,2021-10-17,DE135,105.0
15928,2021-10-24,DE135,146.0
15929,2021-10-31,DE135,279.0
15930,2021-11-07,DE135,580.0
15931,2021-11-14,DE135,820.0
15932,2021-11-21,DE135,906.0
15933,2021-11-28,DE135,1124.0
15934,2021-12-05,DE135,1153.0
15935,2021-12-12,DE135,1040.0
15936,2021-12-19,DE135,729.0
15937,2021-12-26,DE135,436.0
15938,2022-01-02,DE135,464.0
15939,2022-01-09,DE135,316.0
15940,2022-01-16,DE135,
15941,2022-01-23,DE135,
15942,2022-01-30,DE135,
15943,2020-01-19,DE136,
